PENGHASIL DATA,IKU PEMERINTAH DAERAH,NAMA DATA,PERIODE DATA,JADWAL RILIS,SATUAN,KLASIFIKASI
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Perusahaan yang Telah Melakukan Penerapan SMK3,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Perusahaan yang Telah Memiliki Panitia Pembina Keselamatan dan Kesehatan Kerja (P2K3),Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Perusahaan yang Terdaftar di WLKP Online di Tahun N,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Perusahaan yang Terdapat Kasus Kecelakaan Kerja,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Perusahaan yang Wajib Menerapkan Norma K3,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Tenaga Kerja,Tahunan,Maret n+1,orang,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Tenaga Kerja Pada Perusahaan yang Sudah Melaksanakan Wajib Lapor Ketenagakerjaan,Tahunan,Maret n+1,orang,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Perusahaan yang Menerapkan Peraturan PerundangUndangan Bidang Ketenagakerjaan,Jumlah Tenaga Kerja yang Mengalami Kecelakaan Kerja,Tahunan,Maret n+1,orang,Kabupaten/Kota; Jenis Kecelakaan
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",*,Tahunan,Maret n+1,persen,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Besaran Upah Minimum Provinsi yang Ditetapkan,Tahunan,Maret n+1,rupiah,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Daftar Upah Minimum Kabupaten/Kota,Tahunan,Maret n+1,rupiah,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Kasus Penyelesaian Dengan Anjuran,Tahunan,Maret n+1,kasus,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Kasus Penyelesaian Dengan Perjanjian Bersama (PB),Tahunan,Maret n+1,kasus,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Kasus Penyelesaian di Pengadilan Hubungan Industrial,Tahunan,Maret n+1,kasus,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Kasus Perselisihan Hubungan Industrial,Tahunan,Maret n+1,kasus,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Pekerja yang Terdaftar Menjadi Peserta BPJS Ketenagakerjaan Aktif,Tahunan,Maret n+1,orang,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Memiliki Peraturan Perusahaan (PP),Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Memiliki Perjanjian Kerja Bersama (PKB),Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Memiliki Serikat Pekerja/Serikat Buruh,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Menjadi Anggota BPJS Ketenagakerjaan Aktif,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Telah Menerapkan Struktur Skala Upah,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Jumlah Perusahaan yang Terdaftar di WLKPOnline,Tahunan,Maret n+1,perusahaan,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,*,Tahunan,Maret n+1,persen,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Daya Tampung Lembaga Pelatihan Kerja Swasta,Tahunan,Maret n+1,lembaga,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Daya Tampung Tempat Pelatihan/Tahun,Tahunan,Maret n+1,orang,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Instruktur Bersertifikat Kompetensi Pada Tahun N,Tahunan,Maret n+1,orang,Jenis Kelamin;Pendidikan
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lembaga Pelatihan Kerja Milik Pemerintah,Tahunan,Maret n+1,lembaga,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lembaga Pelatihan Kerja Swasta,Tahunan,Maret n+1,lembaga,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lembaga Pelatihan Kerja Swasta Terakreditasi,Tahunan,Maret n+1,lembaga,Kabupaten/Kota; Status Akreditasi
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lulusan Bersertifikat Kompetensi,Tahunan,Maret n+1,orang,Jenis Kelamin;Pendidikan; Umur
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lulusan Lembaga Pelatihan Kerja Swasta,Tahunan,Maret n+1,lembaga,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lulusan pelatihan,Tahunan,Maret n+1,orang,Jenis Kelamin;Pendidikan; Umur
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Lulusan yang Telah Bekerja/Wirausaha,Tahunan,Maret n+1,orang,Jenis Kelamin;Pendidikan; Umur
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Pencari Kerja (Penganggur) yang Dilatih oleh Lembaga Swasta Yang Dibiayai APBD,Tahunan,Maret n+1,orang,Jenis Kelamin;Pendidikan; Umur
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Pencari Kerja yang Dilatih Disnakertrans,Tahunan,Maret n+1,orang,Jenis Kelamin; Pendidikan; Umur; Jenis Kompetensi
Dinas Tenaga Kerja dan Transmigrasi,Persentase Tenaga Kerja Bersertifikat Kompetensi,Jumlah Pencari kerja yang Dilatih Disnakertrans yang Diuji Kompetensi,Tahunan,Maret n+1,orang,Jenis Kelamin; Pendidikan; Umur; Jenis Kompetensi
Dinas Tenaga Kerja dan Transmigrasi,Persentase Transmigran yang Ditempatkan,*,Tahunan,Maret n+1,persen,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Persentase Transmigran yang Ditempatkan,Jumlah Alokasi Target Penempatan,Tahunan,Maret n+1,orang,Jenis Kelamin; Lokasi Penempatan
Dinas Tenaga Kerja dan Transmigrasi,Persentase Transmigran yang Ditempatkan,Jumlah Transmigran yang Ditempatkan,Tahunan,Maret n+1,orang,Jenis Kelamin; Lokasi Penempatan
Dinas Tenaga Kerja dan Transmigrasi,Tingkat Perlindungan Tenaga Kerja,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Tenaga Kerja dan Transmigrasi,Tingkat Perlindungan Tenaga Kerja,Persentase Perusahaan Yang Menerapkan Peraturan Perundang-Undangan Bidang Ketenagakerjaan,Tahunan,Maret n+1,persen,Kabupaten/Kota
Dinas Tenaga Kerja dan Transmigrasi,Tingkat Perlindungan Tenaga Kerja,"Persentase Perusahaan yang Menerapkan Tata Kelola Kerja yang Layak (PP/PKB, LKS Bipartit, Struktur Skala Upah, dan Terdaftar Peserta BPJS Ketenagakerjaan)",Tahunan,Maret n+1,persen,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Data yang Dimanfaatkan,*,Tahunan,Desember n,persen,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Data yang Dimanfaatkan,Jumlah Akses Data,Tahunan,Desember,pd/ instansi,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Data yang Dimanfaatkan,Jumlah Perangkat Daerah,Tahunan,Desember n,pd,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Data yang Dimanfaatkan,Jumlah Perangkat Daerah/lembaga yang melaksanakan Kerjasama,Tahunan,Desember n,pd,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Jenis Data Buku Profil Kependudukan yang dimanfaatkan,*,Tahunan,Februari dan Agustus,persen,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Jenis Data Buku Profil Kependudukan yang dimanfaatkan,Jumlah Dokumen yang dihasilkan,Tahunan,Februari dan Agustus,dok,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Jenis Data Buku Profil Kependudukan yang dimanfaatkan,Jumlah kewajiban Dokumen kependudukan yang harus ada,Tahunan,Februari dan,dok,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pencatatan Sipil Kab/Kota,*,Tahunan,Februari N+1,persen,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pencatatan Sipil Kab/Kota,Jumlah Kepemilikan Akta Perceraian,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pencatatan Sipil Kab/Kota,Jumlah Kepemilikan Akta Perkawinan,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pencatatan Sipil Kab/Kota,Jumlah pemilik akta lahir 0- 18 thn,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pencatatan Sipil Kab/Kota,Jumlah Penerbitan akta kematian,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,*,Tahunan,Februari N+1,persen,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Identitas Kependudukan Digital,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Jumlah Kepemilikan Kartu Keluarga,Semester,Februari dan Agustus,kk,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Jumlah Pemilik KIA,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Jumlah Pemilik KTP-EL,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Jumlah penduduk wajib KTPEL,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Penduduk pindah datang,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Penduduk pindah keluar,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,*,Tahunan,Februari N+1,persen,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Kepadatan Penduduk,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Agama,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Agama Kepala Keluarga,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Disabilitas,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Golongan Darah,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Jenis Kelamin,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Kelompok Pekerjaan,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Kelompok Umur,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Kelompok Umur Kepala Keluarga,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Kepala Keluarga,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Pekerjaan,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Pekerjaan Kepala Keluarga,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Pendidikan Akhir,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Pendidikan Kepala Keluarga,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Status Hubungan Dalam Keluarga,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Status Kawin Kepala Keluarga,Semester,Februari dan,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Usia Muda Produktif,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Usia Produktif Pekerjaan,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Usia Sekolah,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk berdasarkan Usia Tunggal,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Agregat Penduduk Perekaman,Semester,Februari dan Agustus,orang,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Data Perjanjian Kerjasama dengan PD,Tahunan,Desember n,perjanjian,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Persentase Data yang Dimanfaatkan,Tahunan,Desember n,persen,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Persentase Dokumen Kependudukan yang dihasilkan sesuai kewajiban OPD berdasarkan Permendagri,Tahunan,Agustus N+1,persen,Provinsi
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Persentase Kepemilikan Dokumen Pencatatan Sipil Kab/Kota,Tahunan,Januari N+1,persen,Kabupaten/Kota
Dinas Kependudukan dan Catatan Sipil,Persentase Kinerja Pelaksanaan Administrasi Kependudukan di Jawa Barat,Persentase Kepemilikan Dokumen Pendaftaran Penduduk Kab/Kota,Tahunan,Januari N+1,persen,Kabupaten/Kota
Dispusipda,Indeks Pembangunan Literasi Masyarakat (IPLM),Jumlah kegiatan pembudayaan gemar membaca tingkat provinsi,Tahunan,Maret N+1,kegiatan,Provinsi
Dispusipda,Indeks Pembangunan Literasi Masyarakat (IPLM),Jumlah penerima penghargaan gerakan budaya gemar membaca,Tahunan,Maret N+1,orang,Provinsi
Dispusipda,Indeks Pembangunan Literasi Masyarakat (IPLM),Jumlah perpustakaan berbasis inklusi sosial,Tahunan,Maret N+1,unit,Provinsi
Dispusipda,Indeks Pembangunan Literasi Masyarakat (IPLM),Jumlah peserta Duta Baca terpilih,Tahunan,Maret N+1,orang,Provinsi
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,*,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,data Pengelolaan arsip dinamis,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,data Sumber Daya Kearsipan,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,pemeliharaan arsip,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,penciptaan arsip dinamis,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,penggunaan arsip,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,penyusutan arsip,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,Prasarana dan sarana kearsipan,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Nilai Laporan Audit Kearsipan Internal Kategori Baik,SDM kearsipan,Tahunan,April N+1,***,Perangkat Daerah
Dispusipda,Pemerataan Koleksi Perpustakaan,Jumlah Katalog Induk Daerah yang diterbitkan,Tahunan,April N+1,katalog,Provinsi
Dispusipda,Pemerataan Koleksi Perpustakaan,jumlah KCKR (Karya Cetak Karya Rekam ) yang dilestarikan,Tahunan,April N+1,judul dan eksemplar,Provinsi
Dispusipda,Pemerataan Koleksi Perpustakaan,Jumlah KCKR (karya Cetak Karya Rekam )Daerah yang dihimpun,Tahunan,April N+1,judul dan eksemplar,Provinsi
Dispusipda,Pemerataan Koleksi Perpustakaan,Jumlah Literatur Jawa Barat dan Terbitan Jawa Barat Khasanah Budaya Jawa Barat,Tahunan,April N+1,judul,Provinsi
Dispusipda,Pemerataan Koleksi Perpustakaan,Jumlah naskah kuno yang diakuisisi,Tahunan,April N+1,judul,Provinsi
Dispusipda,Pemerataan Koleksi Perpustakaan,Jumlah naskah kuno yang dialih mediakan,Tahunan,April N+1,judul,Provinsi
Dispusipda,Pemerataan Koleksi Perpustakaan,Jumlah penerbit yang menerima penghargaan,Tahunan,April N+1,unit,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,*,Tahunan,April N+1,persen,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,data arsip statis yang di preservasi,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,data arsip statis yang dikelola,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,data arsip statis yang sudah diakusisi,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,data arsip statis yang sudah dialihmedia,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,jumlah akuisisi dan pelestarian arsip yang dapat diselamatkan,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,jumlah arsip yang harus diselamatkan,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Akuisisi dan Pelestarian Arsip Statis,jumlah ke informasi kearsipan melalaui SIKN/JIKN,Tahunan,April N+1,arsip,Provinsi
Dispusipda,Persentase Koleksi Nasional dan Naskah Kuno yang Dilestarikan,*,Tahunan,April N+1,persen,Provinsi
Dispusipda,Persentase Koleksi Nasional dan Naskah Kuno yang Dilestarikan,Jumlah koleksi nasional dan naskah kuno yang dilestarikan,Tahunan,April N+1,judul,Provinsi
Dispusipda,Persentase Koleksi Nasional dan Naskah Kuno yang Dilestarikan,Jumlah Literatur Jawa Barat dan Terbitan Jawa Barat/ Khasanah Budaya Jawa Barat,Tahunan,April N+1,judul,Provinsi
Dispusipda,Persentase Koleksi Nasional dan Naskah Kuno yang Dilestarikan,jumlah Naskah Kuno atau Koleksi Nasional yang harus diselamatkan / dilestarikan,Tahunan,April N+1,judul,Provinsi
Dispusipda,Persentase Koleksi Nasional dan Naskah Kuno yang Dilestarikan,jumlah pelestarian Naskah Kuno atau Koleksi Nasional yang dapat diselamatkan,Tahunan,April N+1,judul,Provinsi
Dispusipda,"Tingkat Keberadaan dan Keutuhan Arsip Sebagai Bahan Pertanggungjawaban Setiap Aspek Kehidupan Berbangsa dan Bernegara untuk Kepentingan Negara, Pemerintahan, Pelayanan Publik dan Kesejahteraan Rakyat",*,Tahunan,April N+1,persen,Lembaga Kearsipan Daerah
Dispusipda,"Tingkat Keberadaan dan Keutuhan Arsip Sebagai Bahan Pertanggungjawaban Setiap Aspek Kehidupan Berbangsa dan Bernegara untuk Kepentingan Negara, Pemerintahan, Pelayanan Publik dan Kesejahteraan Rakyat",jumlah arsip vital,Tahunan,April N+1,arsip,Lembaga Kearsipan Daerah
Dispusipda,"Tingkat Keberadaan dan Keutuhan Arsip Sebagai Bahan Pertanggungjawaban Setiap Aspek Kehidupan Berbangsa dan Bernegara untuk Kepentingan Negara, Pemerintahan, Pelayanan Publik dan Kesejahteraan Rakyat",Jumlah Kolecer,Tahunan,April N+1,unit,Kabupaten/Kota
Dispusipda,"Tingkat Keberadaan dan Keutuhan Arsip Sebagai Bahan Pertanggungjawaban Setiap Aspek Kehidupan Berbangsa dan Bernegara untuk Kepentingan Negara, Pemerintahan, Pelayanan Publik dan Kesejahteraan Rakyat",Jumlah koleksi bahan bacaan Candil,Tahunan,April N+1,judul/eksemplar,Provinsi
